time,seconds_elapsed,relativeAltitude,pressure
1670841460996415700,237.50241577148438,-590.23388671875,754.609130859375
1670841461036416000,237.542416015625,-590.162353515625,754.602294921875
1670841461076416000,237.582416015625,-590.35009765625,754.6201171875
1670841461116416500,237.62241650390624,-589.678955078125,754.556640625
1670841461156415700,237.66241577148438,-590.236328125,754.609375
1670841461196416000,237.702416015625,-590.365966796875,754.62158203125
1670841461236416000,237.742416015625,-590.630126953125,754.646728515625
1670841461276415200,237.78241528320314,-590.56396484375,754.640380859375
1670841461316415500,237.82241552734374,-590.352783203125,754.620361328125
1670841461356415700,237.86241577148436,-590.445068359375,754.629150390625
1670841461396415700,237.90241577148439,-590.4716796875,754.631591796875
1670841461436416300,237.94241625976562,-590.056640625,754.59228515625
1670841461476416000,237.982416015625,-590.236328125,754.609375
1670841461516416000,238.022416015625,-590.083251953125,754.594970703125
1670841461556415700,238.06241577148438,-590.231201171875,754.60888671875
1670841461596416500,238.10241650390626,-590.637939453125,754.6474609375
1670841461636416300,238.14241625976564,-590.804443359375,754.6630859375
1670841461676415500,238.18241552734375,-591.657958984375,754.743896484375
1670841461716416300,238.22241625976562,-592.062255859375,754.781982421875
1670841461756415700,238.26241577148437,-592.506103515625,754.82421875
1670841461796416000,238.302416015625,-592.915771484375,754.86279296875
1670841461836416000,238.342416015625,-593.90380859375,754.95654296875
1670841461876415500,238.38241552734374,-593.9541015625,754.961181640625
1670841461916416500,238.42241650390625,-595.60546875,755.117431640625
1670841461956416300,238.46241625976563,-595.30419921875,755.0888671875
1670841461996416300,238.50241625976562,-592.08349609375,754.7841796875
1670841462036416500,238.54241650390625,-591.6552734375,754.74365234375
1670841462076416800,238.58241674804688,-593.584228515625,754.926025390625
1670841462116416300,238.62241625976563,-593.745361328125,754.94140625
1670841462156415500,238.66241552734374,-593.24609375,754.89404296875
1670841462196416500,238.70241650390625,-593.47314453125,754.915771484375
1670841462236416500,238.74241650390624,-592.939453125,754.865234375
1670841462276415500,238.78241552734374,-591.3330078125,754.713134765625
1670841462316415200,238.82241528320313,-594.844482421875,755.04541015625
1670841462356415500,238.86241552734376,-595.380859375,755.09619140625
1670841462396415200,238.9024152832031,-595.37841796875,755.095947265625
1670841462436415200,238.94241528320313,-594.07568359375,754.97265625
1670841462476415000,238.9824150390625,-589.63134765625,754.552001953125
1670841462516415500,239.02241552734375,-590.970947265625,754.678955078125
1670841462556415000,239.0624150390625,-596.289794921875,755.182373046875
1670841462596415500,239.10241552734374,-600.945556640625,755.623046875
1670841462636415700,239.14241577148437,-598.839599609375,755.423828125
1670841462676415500,239.18241552734375,-593.55517578125,754.92333984375
1670841462716416000,239.222416015625,-590.87060546875,754.66943359375
1670841462756415500,239.26241552734376,-592.197021484375,754.794921875
1670841462796416800,239.30241674804688,-593.874755859375,754.95361328125
1670841462836416500,239.34241650390624,-598.271484375,755.369873046875
1670841462876416300,239.38241625976562,-597.447265625,755.2919921875
1670841462916416800,239.42241674804689,-592.92626953125,754.86376953125
1670841462956416300,239.46241625976563,-592.10986328125,754.78662109375
1670841462996416300,239.50241625976562,-591.832275390625,754.76025390625
1670841463036415700,239.54241577148437,-592.633056640625,754.836181640625
1670841463076417300,239.58241723632813,-592.41357421875,754.8154296875
1670841463116415500,239.62241552734375,-592.751953125,754.847412109375
1670841463156416800,239.66241674804687,-591.972412109375,754.773681640625
1670841463196416000,239.702416015625,-591.28271484375,754.708251953125
1670841463236416000,239.742416015625,-590.236328125,754.609375
1670841463276415500,239.78241552734374,-589.610107421875,754.550048828125
1670841463316415200,239.82241528320313,-590.2998046875,754.615234375
1670841463356415200,239.86241528320312,-591.6103515625,754.739501953125
1670841463396415500,239.90241552734375,-591.356689453125,754.71533203125
1670841463436416500,239.94241650390626,-591.182373046875,754.698974609375
1670841463476416500,239.98241650390625,-588.907470703125,754.483642578125
1670841463516415700,240.02241577148436,-586.827880859375,754.286865234375
1670841463556415700,240.06241577148438,-585.176513671875,754.130615234375
1670841463596416500,240.10241650390626,-584.618896484375,754.078125
1670841463636416000,240.142416015625,-585.56494140625,754.16748046875
1670841463676415700,240.1824157714844,-587.20849609375,754.322998046875
1670841463716416300,240.22241625976562,-588.820068359375,754.475341796875
1670841463756415700,240.26241577148437,-590.661865234375,754.649658203125
1670841463796416500,240.30241650390624,-589.890380859375,754.57666015625
1670841463836415500,240.34241552734375,-590.373779296875,754.622314453125
1670841463876415700,240.38241577148438,-589.589111328125,754.548095703125
1670841463916416500,240.42241650390625,-589.369873046875,754.52734375
1670841463956416000,240.462416015625,-591.298583984375,754.7099609375
1670841463996416300,240.50241625976562,-592.18896484375,754.794189453125
1670841464036416800,240.54241674804686,-591.6923828125,754.7470703125
1670841464076416500,240.58241650390624,-590.79931640625,754.66259765625
1670841464116417000,240.6224169921875,-591.721435546875,754.75
1670841464156416000,240.662416015625,-593.161376953125,754.88623046875
